steps_back,steps_forward,steps_back_spacing,steps_forward_spacing,add_downstream_data,add_upstream_data,max_depth,num_leaves,min_child_samples,n_estimators,learning_rate,reg_alpha,reg_lambda,colsample_bytree,train_time [s],prediction_time [s],MAPE,MAE,MSE
15,15,2,15,True,True,4,1400,600,300,0.04,35,40,0.30000000000000004,0.8513421999996353,0.05362500000410364,0.06226131791775607,6.226358157545782,103.39985747373413
15,15,4,15,True,True,6,1100,750,600,0.03,35,30,0.5,1.690029699999286,0.1118728999972518,0.0618700940125872,6.193270286791935,102.95476506073534
10,15,4,15,True,True,6,800,800,800,0.02,35,25,0.5,2.1222630999945977,0.14330769999651238,0.06207709832974406,6.2193636483261985,102.97419424542318
15,15,4,15,True,True,6,1120,750,600,0.03,30,30,0.5,1.6785468999951263,0.10642740000184858,0.061823733453341245,6.186810663078671,102.63339222303988
20,15,5,15,True,True,4,1380,600,700,0.05,30,30,0.2,1.4360573000012664,0.09778870000081952,0.06273198745590083,6.278277079291183,104.92103455935427
15,15,4,15,True,True,3,1700,600,800,0.02,45,40,0.4,1.5483069000074465,0.10222630000134814,0.06231701636214196,6.23762076064888,103.28072365387948
15,15,3,15,True,True,5,900,450,400,0.03,20,30,0.5,1.2614037999992433,0.07671530000516213,0.06115350912351288,6.090315995737484,101.95892162300561
10,15,3,15,True,True,5,860,450,400,0.05,20,20,0.4,1.1728088999989268,0.0779296999971848,0.06145402887129012,6.118512963103765,102.62714930500125
10,15,3,15,True,True,5,840,450,300,0.05,10,20,0.4,0.9052727999987837,0.06089369999972405,0.061439722223538364,6.119830529904905,102.35778574239664
10,15,3,15,True,True,4,980,500,200,0.05,5,25,0.30000000000000004,0.5450026000034995,0.045877599994128104,0.062229445534225665,6.225590222958939,103.14411884241615
15,15,3,15,True,True,5,660,400,300,0.060000000000000005,10,10,0.4,0.9611919000017224,0.060691200000292156,0.061516908165695,6.124161818438,103.1720951108335
10,15,3,15,False,True,3,760,400,200,0.04,10,15,0.2,0.4067477999960829,0.03834849999839207,0.06712106633632897,6.759895794749493,114.61808239443133
15,15,3,15,True,True,8,920,300,400,0.02,10,25,0.6000000000000001,2.0153256000048714,0.10077329999694484,0.06099913192016426,6.060092160564021,102.23906267701405
15,15,3,15,False,True,9,440,300,400,0.01,10,25,0.7,2.220051499993133,0.09786930000700522,0.06247757647807805,6.238830867174632,106.32062177075626
20,15,3,15,True,False,8,940,200,400,0.02,15,20,0.6000000000000001,2.2441079999989597,0.1068526999988535,0.06196804745678356,6.087918642330886,106.20808568605662
15,15,3,15,False,True,12,680,300,300,0.01,5,10,0.8,1.9531319000016083,0.07503749999523279,0.06327025301481917,6.301867661851351,107.3995738119176
5,15,4,15,True,False,7,1060,250,400,0.03,20,15,0.6000000000000001,1.6005499999992026,0.1084779000011622,0.06239310782655081,6.172946115272908,106.96651983430938
10,15,3,15,False,True,10,540,450,200,0.02,5,30,0.5,0.8955076000056579,0.0491987999957928,0.06327820546579069,6.323632909656582,107.2102142160462
15,15,3,15,True,True,8,1360,500,500,0.03,25,30,0.4,1.8868699999948149,0.12166130000332487,0.06129503483725776,6.098975539807598,102.15542898285742
15,15,3,15,True,True,9,1420,500,500,0.03,25,30,0.4,2.050763300005201,0.1225114000008034,0.06134064028348216,6.1035890238466,102.19300125687674
15,15,3,15,True,True,9,1400,500,500,0.01,25,25,0.4,2.073666599997523,0.10717889999432373,0.062346486141861085,6.2063233750469395,104.06715316574993
15,15,4,15,True,False,8,1520,450,300,0.06999999999999999,20,20,0.5,1.1201772000022174,0.07868530000268947,0.06281133996242634,6.209894296618237,106.89057131055849
10,15,3,15,True,True,11,860,350,100,0.03,15,25,0.9000000000000001,0.7398635999961698,0.04206579999663518,0.06199179896829841,6.141361297535127,103.7927877435604
15,15,3,15,True,True,8,1700,400,500,0.02,25,15,0.6000000000000001,2.224828599999455,0.1194132999953581,0.06112815463310476,6.085659652460817,102.16423748513115
20,15,4,15,True,True,8,1780,300,500,0.02,25,5,0.7,2.6063326000003144,0.1266600999988441,0.061255390249899455,6.094755115060784,103.44093531932248
15,15,3,15,False,False,10,1640,400,500,0.01,25,35,0.6000000000000001,2.3468988000058744,0.11189770000055432,0.06315033930611802,6.276363110592204,108.11477370692755
15,15,4,15,True,True,9,1980,500,400,0.02,20,15,0.6000000000000001,1.7549451000013505,0.09583650000058697,0.061278187236312544,6.1120969785201105,101.94551077704834
15,15,5,15,True,True,9,1880,500,600,0.03,20,15,0.7,2.529310900001292,0.1383034000027692,0.061455218008367764,6.130881830658883,103.11953579348449
15,15,3,15,True,True,8,1920,550,400,0.02,25,0,0.6000000000000001,1.6296798000003037,0.09545050000451738,0.06171884095929265,6.16500800366268,102.92400003809054
15,15,4,15,True,True,7,1800,400,500,0.02,20,5,0.6000000000000001,1.9964182000039727,0.11432150000473484,0.06115971836104173,6.0887755015764675,102.15184517410943
15,15,4,15,True,True,7,2000,400,500,0.01,20,5,0.5,2.1261029000015697,0.11435150000397698,0.06149789513433936,6.121901130972804,102.35033460690653
15,15,4,15,True,True,9,1820,550,500,0.03,15,0,0.5,2.0599545999939437,0.11582659999839962,0.06145186930530001,6.134286161840737,102.25655992948815
15,15,5,15,True,True,7,1600,350,600,0.02,25,10,0.7,2.439060000004247,0.14332560000184458,0.06112516138598123,6.0866182845363745,102.76080032826873
20,15,4,15,True,True,10,1860,500,500,0.03,30,5,0.6000000000000001,2.55233390000285,0.1247819999953208,0.06167635024329021,6.155976371282722,103.50616480910266
15,15,4,15,True,True,9,1740,400,400,0.04,20,5,0.5,1.8746104999991076,0.10210330000336398,0.06145066902839038,6.121191090851522,103.25962546221474
15,15,2,15,True,True,11,1460,450,500,0.01,15,30,0.6000000000000001,3.4252772000036202,0.11929080000481918,0.06117179579532896,6.0869097137657,101.61656865506903
15,15,2,15,True,False,11,1520,450,600,0.01,15,15,0.6000000000000001,3.7351173000024573,0.14241999999649124,0.06226130900598775,6.159830791805432,104.98112560868452
15,15,1,15,True,True,11,1720,400,700,0.01,20,10,0.8,7.036835099999735,0.16976640000211773,0.06049548801728195,6.022999889710701,100.92995820590363
15,15,1,15,True,True,11,1680,400,700,0.01,20,10,0.9000000000000001,7.180471900006523,0.17424360000222805,0.0605031455917979,6.026071178296196,101.14532685167937
15,15,1,15,True,True,11,1320,350,700,0.01,20,10,1.0,7.345510200004355,0.17750679999880958,0.06042203349238149,6.012387132641584,101.45851925509278
15,15,1,15,True,True,11,1640,350,700,0.01,20,10,1.0,7.609857600000396,0.1846748999960255,0.06042203349238149,6.012387132641584,101.45851925509278
15,15,1,15,True,True,11,1640,350,900,0.01,15,10,1.0,10.353174099996977,0.25017669999579084,0.060457329795132075,6.017317680022143,101.64984682164851
15,15,1,15,True,True,11,1640,350,900,0.01,15,10,1.0,9.658682500001305,0.23472949999268167,0.060457329795132075,6.017317680022143,101.64984682164851
15,15,1,15,True,True,11,1460,350,900,0.01,15,10,1.0,9.329118100002233,0.23213299999770243,0.060457329795132075,6.017317680022143,101.64984682164851
