steps_back,steps_forward,steps_back_spacing,steps_forward_spacing,add_downstream_data,add_upstream_data,max_depth,num_leaves,min_child_samples,n_estimators,learning_rate,reg_alpha,reg_lambda,colsample_bytree,train_time [s],prediction_time [s],MAPE,MAE,MSE
10,15,3,5,True,True,8,400,200,500,0.04,30,45,0.30000000000000004,21.607253299996955,0.9233158000060939,0.06133720947219339,6.172018253456629,108.55107295852349
10,15,3,5,True,True,11,180,300,500,0.05,35,50,0.4,22.912854100002733,0.9747087999930955,0.060777216721789505,6.105807978891572,106.43211422454675
10,15,3,5,True,True,11,180,250,500,0.05,35,50,0.5,25.03045600000769,1.0015022000079625,0.0607381342151945,6.095325955449635,107.05858668806201
10,15,3,5,True,True,11,620,300,400,0.060000000000000005,40,50,0.30000000000000004,19.970278200002213,0.7925132000091253,0.06140734596197891,6.184679773398926,108.00797184266162
10,15,3,5,True,True,8,920,250,500,0.05,35,50,0.4,20.829997100001492,0.8723000999962096,0.06071924619744692,6.093694494556666,106.37135673157509
10,15,3,5,True,True,7,840,250,500,0.060000000000000005,40,50,0.5,18.97102269998868,0.8168657999922289,0.06106733661186927,6.125129062746642,107.87299743147776
10,15,3,5,True,True,8,920,200,500,0.05,35,50,0.30000000000000004,21.77906939999957,0.961287899997842,0.06141007908178948,6.1705023000824974,108.60318680246712
10,15,3,5,True,True,9,340,300,500,0.05,35,50,0.4,21.536379700002726,0.902509800005646,0.06083949318674028,6.114245691743988,106.4641632223916
10,15,3,5,True,True,9,100,250,500,0.05,35,50,0.4,21.90724460000638,0.9830051000026288,0.06079493794280122,6.09974209166873,106.58074988044321
10,15,3,5,True,True,8,1160,250,500,0.05,35,50,0.4,20.60204259999591,0.9101011000093422,0.06071924619744692,6.093694494556666,106.37135673157509
10,15,3,5,True,True,8,1280,200,500,0.060000000000000005,35,50,0.4,21.84005270001944,0.8996856999874581,0.060782782692425597,6.09433284023642,106.876502942848
10,15,3,5,True,True,8,1180,250,500,0.05,40,50,0.4,20.654203700003563,0.8635882000016863,0.06084119869441288,6.100209998681378,106.89810878209477
10,15,3,5,True,True,7,1120,200,500,0.06999999999999999,40,50,0.30000000000000004,18.589792599996144,0.8725932999805082,0.061326536054192166,6.1522306663798245,108.10623098009741
10,15,3,5,True,True,8,1120,250,500,0.05,35,50,0.4,20.57070890000614,0.865622399993299,0.06071924619744692,6.093694494556666,106.37135673157509
10,15,3,5,True,True,7,1080,250,500,0.060000000000000005,35,50,0.5,18.716779800008226,0.8101270999904955,0.061008718859796196,6.117745279630765,107.79117963908537
